模型名称：数据导出 
合约名称：IF下月   
测试时间：2014-05-23 -- 2014-07-04 
测试周期：1分钟 
测试模式：实战模式 
开仓时使用的资金比率：100% 
最大开仓手数：1000 
保证金比率：1% 
单位：300元/点 
手续费：0.00‰ 
---------------------------------- 
  测试天数：		42		  测试周期数：	8000 
  指令总数：		8000		  平均交易周期：1 
  初始资金：		100000		  最终权益：	76602 
  总收益率(盈利/初始资金)：	-23.40%	  盈利：	-23397.97 
  扣除最大盈利后收益率：	-27.90% 
  扣除最大亏损后收益率：	-21.18% 
 
  可靠性(胜率)：	55.38%		  成交额：	10291701760 
  期望收益(平均R乘数)：	0.00R		  总手续费：	0 
 
  总交易次数：		8000		 
  盈利次数比例：	43.80%		  亏损次数比例：	44.61% 
  平均利润率：		-0.00%		  平均每次盈利：	-3 
  标准离差率：		-10178.8%		  标准离差：		297.71 
  多头次数：		4000		  空头次数：		3999 
  多头盈利次数：	1724		  空头盈利次数：	1780 
 
  盈利次数：		3504		  亏损次数：	3569 
  总盈利：		813128(813.13%)	  总亏损：	-836526(-836.53%) 
  平均盈利率：		282(0.28%)	  平均亏损率：	-283(-0.28%) 
  最大盈利额：		4500(4.72%)	  最大亏损额：	-2220(-2.60%) 
  平均盈利周期：	1		  平均亏损周期：	1 
  最大盈利周期：	1		  最大亏损周期：	1 
  最大连续盈利次数：	14		  最大连续亏损次数：	11 
  最大连续盈利：	4560(4.79%)	  最大连续亏损：	-3660(-4.06%) 
 
  空仓总时间：		0		  最长空仓时间：	0 
  空仓时间/总时间：	0.00% 
 
 
开仓时间	开仓价格	交易类型	平仓时间	平仓价格	手数	手续费	盈利	扣除手续费后盈利	总资金	平仓类型
20140619 09:52	2159.4	多头	20140619 09:53	2159.2	1	0.00	-60	-60.0	74980.0	正常
20140619 09:53	2159.2	空头	20140619 09:54	2156.0	1	0.00	960	960.0	75940.0	正常
20140619 09:54	2156.0	多头	20140619 09:55	2154.0	1	0.00	-600	-600.0	75340.0	正常
20140619 09:55	2154.0	空头	20140619 09:56	2154.4	1	0.00	-120	-120.0	75220.0	正常
20140619 09:56	2154.4	多头	20140619 09:57	2153.6	1	0.00	-240	-239.9	74980.1	正常
20140619 09:57	2153.6	空头	20140619 09:58	2153.2	1	0.00	120	120.0	75100.2	正常
20140619 09:58	2153.2	多头	20140619 09:59	2150.4	1	0.00	-840	-840.0	74260.1	正常
20140619 09:59	2150.4	空头	20140619 10:00	2151.2	1	0.00	-240	-240.0	74020.1	正常
20140619 10:00	2151.2	多头	20140619 10:01	2150.2	1	0.00	-300	-300.0	73720.1	正常
20140619 10:01	2150.2	空头	20140619 10:02	2153.2	1	0.00	-900	-900.0	72820.1	正常
20140619 10:02	2153.2	多头	20140619 10:03	2152.2	1	0.00	-300	-300.0	72520.1	正常
20140619 10:03	2152.2	空头	20140619 10:04	2151.8	1	0.00	120	120.0	72640.1	正常
20140619 10:04	2151.8	多头	20140619 10:05	2152.2	1	0.00	120	120.0	72760.1	正常
20140619 10:05	2152.2	空头	20140619 10:06	2151.2	1	0.00	300	300.0	73060.1	正常
20140619 10:06	2151.2	多头	20140619 10:07	2150.2	1	0.00	-300	-300.0	72760.1	正常
20140619 10:07	2150.2	空头	20140619 10:08	2149.8	1	0.00	120	120.0	72880.0	正常
20140619 10:08	2149.8	多头	20140619 10:09	2150.4	1	0.00	180	180.0	73060.0	正常
20140619 10:09	2150.4	空头	20140619 10:10	2149.6	1	0.00	240	239.9	73299.9	正常
20140619 10:10	2149.6	多头	20140619 10:11	2150.0	1	0.00	120	120.0	73419.9	正常
20140619 10:11	2150.0	空头	20140619 10:12	2150.6	1	0.00	-180	-180.0	73239.9	正常
20140619 10:12	2150.6	多头	20140619 10:13	2148.2	1	0.00	-720	-720.0	72519.8	正常
20140619 10:13	2148.2	空头	20140619 10:14	2149.6	1	0.00	-420	-420.0	72099.8	正常
20140619 10:14	2149.6	多头	20140619 10:15	2150.4	1	0.00	240	239.9	72339.7	正常
20140619 10:15	2150.4	空头	20140619 10:16	2150.6	1	0.00	-60	-60.1	72279.6	正常
20140619 10:16	2150.6	多头	20140619 10:17	2151.0	1	0.00	120	120.0	72399.6	正常
20140619 10:17	2151.0	空头	20140619 10:18	2151.0	1	0.00	0	0.0	72399.6	正常
20140619 10:18	2151.0	多头	20140619 10:19	2152.2	1	0.00	360	360.0	72759.6	正常
20140619 10:19	2152.2	空头	20140619 10:20	2153.4	1	0.00	-360	-360.0	72399.6	正常
20140619 10:20	2153.4	多头	20140619 10:21	2152.2	1	0.00	-360	-360.0	72039.6	正常
20140619 10:21	2152.2	空头	20140619 10:22	2152.6	1	0.00	-120	-120.0	71919.6	正常
20140619 10:22	2152.6	多头	20140619 10:23	2152.2	1	0.00	-120	-120.0	71799.5	正常
20140619 10:23	2152.2	空头	20140619 10:24	2153.0	1	0.00	-240	-240.0	71559.5	正常
20140619 10:24	2153.0	多头	20140619 10:25	2153.6	1	0.00	180	180.0	71739.5	正常
20140619 10:25	2153.6	空头	20140619 10:26	2153.0	1	0.00	180	180.0	71919.6	正常
20140619 10:26	2153.0	多头	20140619 10:27	2153.4	1	0.00	120	120.0	72039.5	正常
20140619 10:27	2153.4	空头	20140619 10:28	2152.8	1	0.00	180	180.0	72219.5	正常
20140619 10:28	2152.8	多头	20140619 10:29	2153.0	1	0.00	60	60.0	72279.5	正常
20140619 10:29	2153.0	空头	20140619 10:30	2152.4	1	0.00	180	180.0	72459.5	正常
20140619 10:30	2152.4	多头	20140619 10:31	2153.0	1	0.00	180	180.0	72639.5	正常
20140619 10:31	2153.0	空头	20140619 10:32	2153.0	1	0.00	0	0.0	72639.5	正常
20140619 10:32	2153.0	多头	20140619 10:33	2152.6	1	0.00	-120	-120.0	72519.6	正常
20140619 10:33	2152.6	空头	20140619 10:34	2151.2	1	0.00	420	420.0	72939.6	正常
20140619 10:34	2151.2	多头	20140619 10:35	2151.2	1	0.00	0	0.0	72939.6	正常
20140619 10:35	2151.2	空头	20140619 10:36	2151.8	1	0.00	-180	-180.0	72759.6	正常
20140619 10:36	2151.8	多头	20140619 10:37	2153.0	1	0.00	360	360.0	73119.6	正常
20140619 10:37	2153.0	空头	20140619 10:38	2152.0	1	0.00	300	300.0	73419.6	正常
20140619 10:38	2152.0	多头	20140619 10:39	2151.2	1	0.00	-240	-240.0	73179.6	正常
20140619 10:39	2151.2	空头	20140619 10:40	2151.6	1	0.00	-120	-120.0	73059.5	正常
20140619 10:40	2151.6	多头	20140619 10:41	2150.6	1	0.00	-300	-300.0	72759.5	正常
20140619 10:41	2150.6	空头	20140619 10:42	2151.6	1	0.00	-300	-300.0	72459.5	正常
20140619 10:42	2151.6	多头	20140619 10:43	2152.4	1	0.00	240	239.9	72699.5	正常
20140619 10:43	2152.4	空头	20140619 10:44	2152.0	1	0.00	120	120.0	72819.4	正常
20140619 10:44	2152.0	多头	20140619 10:45	2151.8	1	0.00	-60	-60.0	72759.4	正常
20140619 10:45	2151.8	空头	20140619 10:46	2150.0	1	0.00	540	540.0	73299.5	正常
20140619 10:46	2150.0	多头	20140619 10:47	2151.0	1	0.00	300	300.0	73599.5	正常
20140619 10:47	2151.0	空头	20140619 10:48	2151.8	1	0.00	-240	-240.0	73359.4	正常
20140619 10:48	2151.8	多头	20140619 10:49	2150.8	1	0.00	-300	-300.0	73059.4	正常
20140619 10:49	2150.8	空头	20140619 10:50	2150.2	1	0.00	180	180.0	73239.5	正常
20140619 10:50	2150.2	多头	20140619 10:51	2150.8	1	0.00	180	180.0	73419.5	正常
20140619 10:51	2150.8	空头	20140619 10:52	2151.2	1	0.00	-120	-120.0	73299.5	正常
20140619 10:52	2151.2	多头	20140619 10:53	2152.2	1	0.00	300	300.0	73599.5	正常
20140619 10:53	2152.2	空头	20140619 10:54	2153.0	1	0.00	-240	-240.0	73359.5	正常
20140619 10:54	2153.0	多头	20140619 10:55	2152.8	1	0.00	-60	-60.0	73299.5	正常
20140619 10:55	2152.8	空头	20140619 10:56	2152.4	1	0.00	120	120.0	73419.6	正常
20140619 10:56	2152.4	多头	20140619 10:57	2152.0	1	0.00	-120	-120.0	73299.6	正常
20140619 10:57	2152.0	空头	20140619 10:58	2151.6	1	0.00	120	120.0	73419.6	正常
20140619 10:58	2151.6	多头	20140619 10:59	2150.6	1	0.00	-300	-300.0	73119.6	正常
20140619 10:59	2150.6	空头	20140619 11:00	2151.0	1	0.00	-120	-120.0	72999.6	正常
20140619 11:00	2151.0	多头	20140619 11:01	2151.4	1	0.00	120	120.0	73119.6	正常
20140619 11:01	2151.4	空头	20140619 11:02	2149.8	1	0.00	480	480.0	73599.5	正常
20140619 11:02	2149.8	多头	20140619 11:03	2151.8	1	0.00	600	600.0	74199.5	正常
20140619 11:03	2151.8	空头	20140619 11:04	2151.0	1	0.00	240	240.0	74439.5	正常
20140619 11:04	2151.0	多头	20140619 11:05	2151.2	1	0.00	60	60.0	74499.5	正常
20140619 11:05	2151.2	空头	20140619 11:06	2151.6	1	0.00	-120	-120.0	74379.5	正常
20140619 11:06	2151.6	多头	20140619 11:07	2151.4	1	0.00	-60	-60.1	74319.4	正常
20140619 11:07	2151.4	空头	20140619 11:08	2152.2	1	0.00	-240	-240.0	74079.4	正常
20140619 11:08	2152.2	多头	20140619 11:09	2153.0	1	0.00	240	240.0	74319.4	正常
20140619 11:09	2153.0	空头	20140619 11:10	2152.8	1	0.00	60	60.0	74379.4	正常
20140619 11:10	2152.8	多头	20140619 11:11	2152.2	1	0.00	-180	-180.0	74199.4	正常
20140619 11:11	2152.2	空头	20140619 11:12	2151.8	1	0.00	120	120.0	74319.3	正常
20140619 11:12	2151.8	多头	20140619 11:13	2151.4	1	0.00	-120	-120.0	74199.3	正常
20140619 11:13	2151.4	空头	20140619 11:14	2152.6	1	0.00	-360	-360.1	73839.2	正常
20140619 11:14	2152.6	多头	20140619 11:15	2153.8	1	0.00	360	360.0	74199.2	正常
20140619 11:15	2153.8	空头	20140619 11:16	2152.6	1	0.00	360	360.0	74559.2	正常
20140619 11:16	2152.6	多头	20140619 11:17	2152.6	1	0.00	0	0.0	74559.2	正常
20140619 11:17	2152.6	空头	20140619 11:18	2152.0	1	0.00	180	180.0	74739.2	正常
20140619 11:18	2152.0	多头	20140619 11:19	2151.0	1	0.00	-300	-300.0	74439.2	正常
20140619 11:19	2151.0	空头	20140619 11:20	2151.0	1	0.00	0	0.0	74439.2	正常
20140619 11:20	2151.0	多头	20140619 11:21	2150.0	1	0.00	-300	-300.0	74139.2	正常
20140619 11:21	2150.0	空头	20140619 11:22	2150.2	1	0.00	-60	-60.0	74079.3	正常
20140619 11:22	2150.2	多头	20140619 11:23	2150.8	1	0.00	180	180.0	74259.3	正常
20140619 11:23	2150.8	空头	20140619 11:24	2152.0	1	0.00	-360	-360.0	73899.3	正常
20140619 11:24	2152.0	多头	20140619 11:25	2150.6	1	0.00	-420	-420.0	73479.3	正常
20140619 11:25	2150.6	空头	20140619 11:26	2150.0	1	0.00	180	180.0	73659.4	正常
20140619 11:26	2150.0	多头	20140619 11:27	2150.2	1	0.00	60	60.0	73719.3	正常
20140619 11:27	2150.2	空头	20140619 11:28	2150.2	1	0.00	0	0.0	73719.3	正常
20140619 11:28	2150.2	多头	20140619 11:29	2150.2	1	0.00	0	0.0	73719.3	正常
20140619 11:29	2150.2	空头	20140619 13:00	2151.4	1	0.00	-360	-360.0	73359.4	正常
20140619 13:00	2151.4	多头	20140619 13:01	2152.8	1	0.00	420	420.0	73779.4	正常
20140619 13:01	2152.8	空头	20140619 13:02	2152.0	1	0.00	240	240.0	74019.4	正常
20140619 13:02	2152.0	多头	20140619 13:03	2152.4	1	0.00	120	120.0	74139.4	正常
20140619 13:03	2152.4	空头	20140619 13:04	2152.0	1	0.00	120	120.0	74259.4	正常
20140619 13:04	2152.0	多头	20140619 13:05	2152.0	1	0.00	0	0.0	74259.4	正常
20140619 13:05	2152.0	空头	20140619 13:06	2151.2	1	0.00	240	240.0	74499.4	正常
20140619 13:06	2151.2	多头	20140619 13:07	2151.8	1	0.00	180	180.0	74679.4	正常
20140619 13:07	2151.8	空头	20140619 13:08	2151.0	1	0.00	240	240.0	74919.4	正常
20140619 13:08	2151.0	多头	20140619 13:09	2152.4	1	0.00	420	420.0	75339.4	正常
20140619 13:09	2152.4	空头	20140619 13:10	2152.4	1	0.00	0	0.0	75339.4	正常
20140619 13:10	2152.4	多头	20140619 13:11	2152.2	1	0.00	-60	-60.0	75279.4	正常
20140619 13:11	2152.2	空头	20140619 13:12	2152.0	1	0.00	60	60.0	75339.4	正常
20140619 13:12	2152.0	多头	20140619 13:13	2151.2	1	0.00	-240	-240.0	75099.4	正常
20140619 13:13	2151.2	空头	20140619 13:14	2151.2	1	0.00	0	0.0	75099.4	正常
20140619 13:14	2151.2	多头	20140619 13:15	2151.0	1	0.00	-60	-60.0	75039.4	正常
20140619 13:15	2151.0	空头	20140619 13:16	2150.8	1	0.00	60	60.0	75099.4	正常
20140619 13:16	2150.8	多头	20140619 13:17	2150.6	1	0.00	-60	-60.0	75039.4	正常
20140619 13:17	2150.6	空头	20140619 13:18	2149.0	1	0.00	480	480.0	75519.4	正常
20140619 13:18	2149.0	多头	20140619 13:19	2149.0	1	0.00	0	0.0	75519.4	正常
20140619 13:19	2149.0	空头	20140619 13:20	2148.8	1	0.00	60	60.0	75579.4	正常
20140619 13:20	2148.8	多头	20140619 13:21	2149.8	1	0.00	300	300.0	75879.4	正常
20140619 13:21	2149.8	空头	20140619 13:22	2150.2	1	0.00	-120	-120.0	75759.4	正常
20140619 13:22	2150.2	多头	20140619 13:23	2149.4	1	0.00	-240	-240.0	75519.4	正常
20140619 13:23	2149.4	空头	20140619 13:24	2149.8	1	0.00	-120	-120.0	75399.4	正常
20140619 13:24	2149.8	多头	20140619 13:25	2149.0	1	0.00	-240	-240.0	75159.4	正常
20140619 13:25	2149.0	空头	20140619 13:26	2147.8	1	0.00	360	360.0	75519.3	正常
20140619 13:26	2147.8	多头	20140619 13:27	2148.8	1	0.00	300	300.0	75819.3	正常
20140619 13:27	2148.8	空头	20140619 13:28	2147.4	1	0.00	420	420.0	76239.4	正常
20140619 13:28	2147.4	多头	20140619 13:29	2147.8	1	0.00	120	120.0	76359.4	正常
20140619 13:29	2147.8	空头	20140619 13:30	2147.6	1	0.00	60	60.0	76419.4	正常
20140619 13:30	2147.6	多头	20140619 13:31	2148.2	1	0.00	180	180.0	76599.4	正常
20140619 13:31	2148.2	空头	20140619 13:32	2148.2	1	0.00	0	0.0	76599.4	正常
20140619 13:32	2148.2	多头	20140619 13:33	2148.6	1	0.00	120	120.0	76719.4	正常
20140619 13:33	2148.6	空头	20140619 13:34	2148.6	1	0.00	0	0.0	76719.4	正常
20140619 13:34	2148.6	多头	20140619 13:35	2148.6	1	0.00	0	0.0	76719.4	正常
20140619 13:35	2148.6	空头	20140619 13:36	2148.2	1	0.00	120	120.0	76839.5	正常
20140619 13:36	2148.2	多头	20140619 13:37	2148.0	1	0.00	-60	-60.0	76779.5	正常
20140619 13:37	2148.0	空头	20140619 13:38	2147.4	1	0.00	180	180.0	76959.5	正常
20140619 13:38	2147.4	多头	20140619 13:39	2147.8	1	0.00	120	120.0	77079.6	正常
20140619 13:39	2147.8	空头	20140619 13:40	2146.8	1	0.00	300	300.0	77379.6	正常
20140619 13:40	2146.8	多头	20140619 13:41	2146.0	1	0.00	-240	-240.0	77139.5	正常
20140619 13:41	2146.0	空头	20140619 13:42	2146.0	1	0.00	0	0.0	77139.5	正常
20140619 13:42	2146.0	多头	20140619 13:43	2145.2	1	0.00	-240	-240.0	76899.5	正常
20140619 13:43	2145.2	空头	20140619 13:44	2142.4	1	0.00	840	840.0	77739.5	正常
20140619 13:44	2142.4	多头	20140619 13:45	2142.8	1	0.00	120	120.0	77859.6	正常
20140619 13:45	2142.8	空头	20140619 13:46	2141.2	1	0.00	480	480.0	78339.6	正常
20140619 13:46	2141.2	多头	20140619 13:47	2141.0	1	0.00	-60	-60.0	78279.6	正常
20140619 13:47	2141.0	空头	20140619 13:48	2141.6	1	0.00	-180	-180.0	78099.6	正常
20140619 13:48	2141.6	多头	20140619 13:49	2140.8	1	0.00	-240	-240.0	77859.6	正常
20140619 13:49	2140.8	空头	20140619 13:50	2141.0	1	0.00	-60	-60.0	77799.6	正常
20140619 13:50	2141.0	多头	20140619 13:51	2141.6	1	0.00	180	180.0	77979.6	正常
20140619 13:51	2141.6	空头	20140619 13:52	2141.2	1	0.00	120	120.0	78099.7	正常
20140619 13:52	2141.2	多头	20140619 13:53	2141.8	1	0.00	180	180.0	78279.7	正常
20140619 13:53	2141.8	空头	20140619 13:54	2140.8	1	0.00	300	300.0	78579.7	正常
20140619 13:54	2140.8	多头	20140619 13:55	2140.6	1	0.00	-60	-60.0	78519.7	正常
20140619 13:55	2140.6	空头	20140619 13:56	2139.8	1	0.00	240	240.0	78759.8	正常
20140619 13:56	2139.8	多头	20140619 13:57	2140.4	1	0.00	180	180.0	78939.7	正常
20140619 13:57	2140.4	空头	20140619 13:58	2137.6	1	0.00	840	839.9	79779.6	正常
20140619 13:58	2137.6	多头	20140619 13:59	2140.2	1	0.00	780	780.0	80559.6	正常
20140619 13:59	2140.2	空头	20140619 14:00	2139.8	1	0.00	120	120.0	80679.6	正常
20140619 14:00	2139.8	多头	20140619 14:01	2139.0	1	0.00	-240	-240.0	80439.5	正常
20140619 14:01	2139.0	空头	20140619 14:02	2138.0	1	0.00	300	300.0	80739.5	正常
20140619 14:02	2138.0	多头	20140619 14:03	2137.6	1	0.00	-120	-120.0	80619.6	正常
20140619 14:03	2137.6	空头	20140619 14:04	2134.6	1	0.00	900	900.0	81519.6	正常
20140619 14:04	2134.6	多头	20140619 14:05	2134.0	1	0.00	-180	-180.0	81339.5	正常
20140619 14:05	2134.0	空头	20140619 14:06	2131.2	1	0.00	840	840.0	82179.6	正常
20140619 14:06	2131.2	多头	20140619 14:07	2127.6	1	0.00	-1080	-1080.0	81099.6	正常
20140619 14:07	2127.6	空头	20140619 14:08	2128.8	1	0.00	-360	-360.0	80739.6	正常
20140619 14:08	2128.8	多头	20140619 14:09	2130.2	1	0.00	420	420.0	81159.6	正常
20140619 14:09	2130.2	空头	20140619 14:10	2129.2	1	0.00	300	300.0	81459.6	正常
20140619 14:10	2129.2	多头	20140619 14:11	2130.0	1	0.00	240	240.0	81699.6	正常
20140619 14:11	2130.0	空头	20140619 14:12	2129.6	1	0.00	120	120.0	81819.6	正常
20140619 14:12	2129.6	多头	20140619 14:13	2130.4	1	0.00	240	239.9	82059.5	正常
20140619 14:13	2130.4	空头	20140619 14:14	2130.6	1	0.00	-60	-60.1	81999.5	正常
20140619 14:14	2130.6	多头	20140619 14:15	2128.6	1	0.00	-600	-600.0	81399.5	正常
20140619 14:15	2128.6	空头	20140619 14:16	2130.2	1	0.00	-480	-480.0	80919.5	正常
20140619 14:16	2130.2	多头	20140619 14:17	2130.4	1	0.00	60	60.0	80979.5	正常
20140619 14:17	2130.4	空头	20140619 14:18	2130.0	1	0.00	120	120.0	81099.5	正常
20140619 14:18	2130.0	多头	20140619 14:19	2130.2	1	0.00	60	60.0	81159.4	正常
20140619 14:19	2130.2	空头	20140619 14:20	2130.2	1	0.00	0	0.0	81159.4	正常
20140619 14:20	2130.2	多头	20140619 14:21	2129.8	1	0.00	-120	-120.0	81039.5	正常
20140619 14:21	2129.8	空头	20140619 14:22	2129.2	1	0.00	180	180.0	81219.5	正常
20140619 14:22	2129.2	多头	20140619 14:23	2128.8	1	0.00	-120	-120.0	81099.5	正常
20140619 14:23	2128.8	空头	20140619 14:24	2129.4	1	0.00	-180	-180.0	80919.6	正常
20140619 14:24	2129.4	多头	20140619 14:25	2126.6	1	0.00	-840	-839.9	80079.6	正常
20140619 14:25	2126.6	空头	20140619 14:26	2126.4	1	0.00	60	60.1	80139.7	正常
20140619 14:26	2126.4	多头	20140619 14:27	2126.0	1	0.00	-120	-120.0	80019.7	正常
20140619 14:27	2126.0	空头	20140619 14:28	2127.6	1	0.00	-480	-480.0	79539.7	正常
20140619 14:28	2127.6	多头	20140619 14:29	2125.6	1	0.00	-600	-600.0	78939.7	正常
20140619 14:29	2125.6	空头	20140619 14:30	2125.6	1	0.00	0	0.0	78939.7	正常
20140619 14:30	2125.6	多头	20140619 14:31	2124.2	1	0.00	-420	-420.0	78519.7	正常
20140619 14:31	2124.2	空头	20140619 14:32	2122.8	1	0.00	420	420.0	78939.6	正常
20140619 14:32	2122.8	多头	20140619 14:33	2120.0	1	0.00	-840	-840.0	78099.6	正常
20140619 14:33	2120.0	空头	20140619 14:34	2119.0	1	0.00	300	300.0	78399.6	正常
20140619 14:34	2119.0	多头	20140619 14:35	2118.8	1	0.00	-60	-60.0	78339.6	正常
20140619 14:35	2118.8	空头	20140619 14:36	2119.6	1	0.00	-240	-240.0	78099.6	正常
20140619 14:36	2119.6	多头	20140619 14:37	2119.8	1	0.00	60	60.0	78159.6	正常
20140619 14:37	2119.8	空头	20140619 14:38	2120.8	1	0.00	-300	-300.0	77859.6	正常
20140619 14:38	2120.8	多头	20140619 14:39	2121.2	1	0.00	120	120.0	77979.6	正常
20140619 14:39	2121.2	空头	20140619 14:40	2124.8	1	0.00	-1080	-1080.0	76899.5	正常
20140619 14:40	2124.8	多头	20140619 14:41	2125.6	1	0.00	240	240.0	77139.5	正常
20140619 14:41	2125.6	空头	20140619 14:42	2126.2	1	0.00	-180	-180.0	76959.6	正常
20140619 14:42	2126.2	多头	20140619 14:43	2127.2	1	0.00	300	300.0	77259.6	正常
20140619 14:43	2127.2	空头	20140619 14:44	2126.4	1	0.00	240	240.0	77499.6	正常
20140619 14:44	2126.4	多头	20140619 14:45	2128.8	1	0.00	720	720.0	78219.7	正常
20140619 14:45	2128.8	空头	20140619 14:46	2128.6	1	0.00	60	60.0	78279.6	正常
20140619 14:46	2128.6	多头	20140619 14:47	2128.4	1	0.00	-60	-60.1	78219.6	正常
20140619 14:47	2128.4	空头	20140619 14:48	2128.2	1	0.00	60	60.0	78279.6	正常
20140619 14:48	2128.2	多头	20140619 14:49	2129.0	1	0.00	240	240.0	78519.6	正常
20140619 14:49	2129.0	空头	20140619 14:50	2129.6	1	0.00	-180	-180.0	78339.5	正常
20140619 14:50	2129.6	多头	20140619 14:51	2128.4	1	0.00	-360	-360.1	77979.5	正常
20140619 14:51	2128.4	空头	20140619 14:52	2127.8	1	0.00	180	180.0	78159.4	正常
20140619 14:52	2127.8	多头	20140619 14:53	2127.6	1	0.00	-60	-60.0	78099.5	正常
20140619 14:53	2127.6	空头	20140619 14:54	2128.2	1	0.00	-180	-180.0	77919.5	正常
20140619 14:54	2128.2	多头	20140619 14:55	2128.0	1	0.00	-60	-60.0	77859.5	正常
20140619 14:55	2128.0	空头	20140619 14:56	2127.8	1	0.00	60	60.0	77919.5	正常
20140619 14:56	2127.8	多头	20140619 14:57	2127.8	1	0.00	0	0.0	77919.5	正常
20140619 14:57	2127.8	空头	20140619 14:58	2127.2	1	0.00	180	180.0	78099.5	正常
20140619 14:58	2127.2	多头	20140619 14:59	2127.8	1	0.00	180	180.0	78279.6	正常
20140619 14:59	2127.8	空头	20140619 15:00	2128.2	1	0.00	-120	-120.0	78159.6	正常
20140619 15:00	2128.2	多头	20140619 15:01	2127.4	1	0.00	-240	-240.0	77919.6	正常
20140619 15:01	2127.4	空头	20140619 15:02	2126.8	1	0.00	180	180.0	78099.5	正常
20140619 15:02	2126.8	多头	20140619 15:03	2126.2	1	0.00	-180	-180.0	77919.5	正常
20140619 15:03	2126.2	空头	20140619 15:04	2127.0	1	0.00	-240	-240.0	77679.5	正常
20140619 15:04	2127.0	多头	20140619 15:05	2127.2	1	0.00	60	60.0	77739.5	正常
20140619 15:05	2127.2	空头	20140619 15:06	2127.2	1	0.00	0	0.0	77739.5	正常
20140619 15:06	2127.2	多头	20140619 15:07	2127.8	1	0.00	180	180.0	77919.5	正常
20140619 15:07	2127.8	空头	20140619 15:08	2128.6	1	0.00	-240	-240.0	77679.5	正常
20140619 15:08	2128.6	多头	20140619 15:09	2128.4	1	0.00	-60	-60.1	77619.4	正常
20140619 15:09	2128.4	空头	20140619 15:10	2128.0	1	0.00	120	120.0	77739.4	正常
20140619 15:10	2128.0	多头	20140619 15:11	2128.8	1	0.00	240	240.0	77979.4	正常
20140619 15:11	2128.8	空头	20140619 15:12	2128.8	1	0.00	0	0.0	77979.4	正常
20140619 15:12	2128.8	多头	20140619 15:13	2129.8	1	0.00	300	300.0	78279.4	正常
20140619 15:13	2129.8	空头	20140619 15:14	2130.6	1	0.00	-240	-240.0	78039.4	正常
20140619 15:14	2130.6	多头	20140620 09:15	2130.4	1	0.00	-60	-60.1	77979.3	正常
20140620 09:15	2130.4	空头	20140620 09:16	2129.2	1	0.00	360	360.0	78339.3	正常
20140620 09:16	2129.2	多头	20140620 09:17	2129.8	1	0.00	180	180.0	78519.3	正常
20140620 09:17	2129.8	空头	20140620 09:18	2129.4	1	0.00	120	120.0	78639.4	正常
20140620 09:18	2129.4	多头	20140620 09:19	2129.6	1	0.00	60	60.1	78699.5	正常
20140620 09:19	2129.6	空头	20140620 09:20	2129.0	1	0.00	180	180.0	78879.5	正常
20140620 09:20	2129.0	多头	20140620 09:21	2129.4	1	0.00	120	120.0	78999.5	正常
20140620 09:21	2129.4	空头	20140620 09:22	2130.4	1	0.00	-300	-300.0	78699.5	正常
20140620 09:22	2130.4	多头	20140620 09:23	2129.6	1	0.00	-240	-239.9	78459.5	正常
20140620 09:23	2129.6	空头	20140620 09:24	2129.8	1	0.00	-60	-60.0	78399.5	正常
20140620 09:24	2129.8	多头	20140620 09:25	2128.8	1	0.00	-300	-300.0	78099.5	正常
20140620 09:25	2128.8	空头	20140620 09:26	2128.0	1	0.00	240	240.0	78339.5	正常
20140620 09:26	2128.0	多头	20140620 09:27	2128.0	1	0.00	0	0.0	78339.5	正常
20140620 09:27	2128.0	空头	20140620 09:28	2127.8	1	0.00	60	60.0	78399.5	正常
20140620 09:28	2127.8	多头	20140620 09:29	2129.4	1	0.00	480	480.0	78879.5	正常
20140620 09:29	2129.4	空头	20140620 09:30	2131.2	1	0.00	-540	-540.0	78339.5	正常
20140620 09:30	2131.2	多头	20140620 09:31	2131.0	1	0.00	-60	-60.0	78279.5	正常
20140620 09:31	2131.0	空头	20140620 09:32	2132.0	1	0.00	-300	-300.0	77979.5	正常
20140620 09:32	2132.0	多头	20140620 09:33	2132.4	1	0.00	120	120.0	78099.5	正常
20140620 09:33	2132.4	空头	20140620 09:34	2131.4	1	0.00	300	300.0	78399.5	正常
20140620 09:34	2131.4	多头	20140620 09:35	2129.8	1	0.00	-480	-480.0	77919.5	正常
20140620 09:35	2129.8	空头	20140620 09:36	2130.0	1	0.00	-60	-60.0	77859.5	正常
20140620 09:36	2130.0	多头	20140620 09:37	2130.0	1	0.00	0	0.0	77859.5	正常
20140620 09:37	2130.0	空头	20140620 09:38	2132.6	1	0.00	-780	-780.0	77079.5	正常
20140620 09:38	2132.6	多头	20140620 09:39	2133.6	1	0.00	300	300.0	77379.5	正常
20140620 09:39	2133.6	空头	20140620 09:40	2133.6	1	0.00	0	0.0	77379.5	正常
20140620 09:40	2133.6	多头	20140620 09:41	2132.2	1	0.00	-420	-420.0	76959.4	正常
20140620 09:41	2132.2	空头	20140620 09:42	2132.4	1	0.00	-60	-60.0	76899.5	正常
20140620 09:42	2132.4	多头	20140620 09:43	2132.6	1	0.00	60	60.1	76959.5	正常
20140620 09:43	2132.6	空头	20140620 09:44	2133.8	1	0.00	-360	-360.0	76599.5	正常
20140620 09:44	2133.8	多头	20140620 09:45	2132.4	1	0.00	-420	-420.0	76179.5	正常
